prist/00090.mp4
forged/00090_133-191-229-273.mp4
frame, x1, y1, x2, y2
134, 1116, 198, 1245, 507, 
135, 1116, 198, 1245, 507, 
136, 1116, 198, 1245, 507, 
137, 1116, 198, 1245, 507, 
138, 1116, 198, 1245, 507, 
139, 1116, 198, 1245, 507, 
140, 1116, 198, 1245, 507, 
141, 1116, 198, 1245, 507, 
142, 1116, 198, 1245, 507, 
143, 1116, 198, 1245, 507, 
144, 1116, 198, 1245, 507, 
145, 1116, 198, 1245, 507, 
146, 1116, 198, 1245, 507, 
147, 1116, 198, 1245, 507, 
148, 1116, 198, 1245, 507, 
149, 1116, 198, 1245, 507, 
150, 1116, 198, 1245, 507, 
151, 1116, 198, 1245, 507, 
152, 1116, 198, 1245, 507, 
153, 1116, 198, 1245, 507, 
154, 1116, 198, 1245, 507, 
155, 1116, 198, 1245, 507, 
156, 1116, 198, 1245, 507, 
157, 1116, 198, 1245, 507, 
158, 1116, 198, 1245, 507, 
159, 1116, 198, 1245, 507, 
160, 1116, 198, 1245, 507, 
161, 1116, 198, 1245, 507, 
162, 1116, 198, 1245, 507, 
163, 1116, 198, 1245, 507, 
164, 1116, 198, 1245, 507, 
165, 1116, 198, 1245, 507, 
166, 1116, 198, 1245, 507, 
167, 1116, 198, 1245, 507, 
168, 1116, 198, 1245, 507, 
169, 1116, 198, 1245, 507, 
170, 1116, 198, 1245, 507, 
171, 1116, 198, 1245, 507, 
172, 1116, 198, 1245, 507, 
173, 1116, 198, 1245, 507, 
174, 1116, 198, 1245, 507, 
175, 1116, 198, 1245, 507, 
176, 1116, 198, 1245, 507, 
177, 1116, 198, 1245, 507, 
178, 1116, 198, 1245, 507, 
179, 1116, 198, 1245, 507, 
180, 1116, 198, 1245, 507, 
181, 1116, 198, 1245, 507, 
182, 1116, 198, 1245, 507, 
183, 1116, 198, 1245, 507, 
184, 1116, 198, 1245, 507, 
185, 1116, 198, 1245, 507, 
186, 1116, 198, 1245, 507, 
187, 1116, 198, 1245, 507, 
188, 1116, 198, 1245, 507, 
189, 1116, 198, 1245, 507, 
190, 1116, 198, 1245, 507, 
191, 1116, 198, 1245, 507, 
229, 879, 324, 1158, 690, 
230, 873, 330, 1158, 696, 
231, 846, 333, 1134, 696, 
232, 822, 336, 1113, 696, 
233, 798, 339, 1092, 696, 
234, 774, 342, 1071, 696, 
235, 747, 345, 1050, 696, 
236, 723, 351, 1029, 696, 
237, 699, 354, 1008, 696, 
238, 675, 357, 987, 696, 
239, 651, 360, 963, 699, 
240, 624, 363, 942, 699, 
241, 600, 366, 921, 699, 
242, 576, 372, 900, 699, 
243, 552, 375, 879, 699, 
244, 528, 378, 858, 699, 
245, 501, 381, 837, 699, 
246, 477, 384, 816, 699, 
247, 453, 390, 795, 702, 
248, 429, 393, 771, 702, 
249, 405, 396, 750, 702, 
250, 378, 399, 729, 702, 
251, 354, 402, 708, 702, 
252, 330, 405, 687, 702, 
253, 306, 411, 666, 702, 
254, 282, 414, 645, 702, 
255, 255, 417, 624, 702, 
256, 231, 420, 600, 705, 
257, 207, 423, 579, 705, 
258, 183, 426, 558, 705, 
259, 159, 432, 537, 705, 
260, 132, 435, 516, 705, 
261, 108, 438, 495, 705, 
262, 084, 441, 474, 705, 
263, 060, 444, 453, 705, 
264, 036, 450, 432, 708, 
265, 033, 450, 414, 705, 
266, 030, 450, 396, 705, 
267, 027, 450, 381, 705, 
268, 024, 450, 363, 705, 
269, 021, 453, 345, 702, 
270, 018, 453, 330, 702, 
271, 015, 453, 312, 702, 
272, 012, 453, 294, 702, 
273, 012, 456, 279, 702, 
274, 012, 456, 279, 702, 
