prist/00083.mp4
forged/00083_006-079-174-233.mp4
frame, x1, y1, x2, y2
006, 216, 324, 444, 699, 
007, 204, 321, 438, 699, 
008, 192, 321, 435, 699, 
009, 180, 321, 432, 699, 
010, 168, 321, 429, 699, 
011, 159, 321, 426, 699, 
012, 147, 318, 423, 699, 
013, 135, 318, 420, 699, 
014, 123, 318, 417, 699, 
015, 114, 318, 411, 699, 
016, 102, 318, 408, 699, 
017, 090, 318, 405, 699, 
018, 078, 315, 402, 699, 
019, 069, 315, 399, 699, 
020, 057, 315, 396, 699, 
021, 045, 315, 393, 699, 
022, 033, 315, 390, 699, 
023, 024, 315, 387, 699, 
024, 024, 315, 387, 699, 
025, 024, 315, 387, 699, 
026, 024, 315, 387, 699, 
027, 024, 315, 387, 699, 
028, 024, 315, 387, 699, 
029, 024, 315, 387, 699, 
030, 024, 315, 387, 699, 
031, 024, 315, 387, 699, 
032, 024, 315, 387, 699, 
033, 024, 315, 387, 699, 
034, 024, 315, 387, 699, 
035, 024, 315, 387, 699, 
036, 024, 315, 387, 699, 
037, 024, 315, 387, 699, 
038, 024, 315, 387, 699, 
039, 024, 315, 387, 699, 
040, 024, 315, 387, 699, 
041, 024, 315, 387, 699, 
042, 024, 315, 387, 699, 
043, 024, 315, 387, 699, 
044, 024, 315, 387, 699, 
045, 024, 315, 387, 699, 
046, 024, 315, 387, 699, 
047, 024, 315, 387, 699, 
048, 024, 315, 387, 699, 
049, 024, 315, 387, 699, 
050, 024, 315, 387, 699, 
051, 024, 315, 387, 699, 
052, 027, 312, 390, 696, 
053, 030, 312, 396, 696, 
054, 033, 312, 402, 696, 
055, 039, 312, 405, 696, 
056, 042, 312, 411, 696, 
057, 045, 312, 417, 696, 
058, 051, 312, 420, 696, 
059, 054, 312, 426, 696, 
060, 057, 312, 432, 696, 
061, 060, 309, 435, 696, 
062, 066, 309, 441, 696, 
063, 069, 309, 447, 696, 
064, 072, 309, 450, 696, 
065, 078, 309, 456, 696, 
066, 081, 309, 462, 693, 
067, 084, 309, 465, 693, 
068, 087, 309, 471, 693, 
069, 093, 309, 477, 693, 
070, 096, 306, 480, 693, 
071, 099, 306, 486, 693, 
072, 105, 306, 492, 693, 
073, 108, 306, 495, 693, 
074, 111, 306, 501, 693, 
075, 114, 306, 507, 693, 
076, 120, 306, 510, 693, 
077, 123, 306, 516, 693, 
078, 126, 306, 522, 693, 
079, 132, 306, 528, 693, 
174, 762, 288, 1119, 702, 
175, 756, 288, 1113, 702, 
176, 750, 288, 1107, 702, 
177, 744, 288, 1101, 702, 
178, 738, 288, 1098, 702, 
179, 732, 288, 1092, 702, 
180, 726, 288, 1086, 702, 
181, 720, 291, 1080, 702, 
182, 714, 291, 1077, 702, 
183, 708, 291, 1071, 702, 
184, 702, 291, 1065, 702, 
185, 696, 291, 1059, 702, 
186, 690, 291, 1056, 702, 
187, 684, 294, 1050, 702, 
188, 678, 294, 1044, 702, 
189, 672, 294, 1038, 702, 
190, 666, 294, 1035, 705, 
191, 660, 294, 1029, 705, 
192, 654, 294, 1023, 705, 
193, 648, 294, 1017, 705, 
194, 642, 297, 1014, 705, 
195, 636, 297, 1008, 705, 
196, 630, 297, 1002, 705, 
197, 624, 297, 996, 705, 
198, 618, 297, 993, 705, 
199, 612, 297, 987, 705, 
200, 606, 300, 981, 705, 
201, 600, 300, 975, 705, 
202, 594, 300, 972, 705, 
203, 588, 300, 966, 705, 
204, 582, 300, 960, 705, 
205, 576, 300, 954, 705, 
206, 573, 303, 951, 708, 
207, 573, 300, 951, 708, 
208, 576, 300, 954, 708, 
209, 579, 300, 954, 708, 
210, 579, 300, 957, 708, 
211, 582, 300, 957, 708, 
212, 585, 300, 960, 708, 
213, 585, 297, 963, 708, 
214, 588, 297, 963, 708, 
215, 591, 297, 966, 708, 
216, 591, 297, 966, 708, 
217, 594, 297, 969, 708, 
218, 597, 297, 972, 708, 
219, 597, 297, 972, 708, 
220, 600, 294, 975, 708, 
221, 603, 294, 975, 708, 
222, 603, 294, 978, 708, 
223, 606, 294, 981, 708, 
224, 609, 294, 981, 708, 
225, 609, 294, 984, 708, 
226, 612, 294, 984, 708, 
227, 615, 291, 987, 708, 
228, 615, 291, 990, 708, 
229, 618, 291, 990, 708, 
230, 621, 291, 993, 708, 
231, 621, 291, 993, 708, 
232, 624, 291, 996, 708, 
233, 627, 291, 999, 711, 
