prist/00026.mp4
forged/00026_000-125.mp4
frame, x1, y1, x2, y2
000, 372, 177, 597, 603, 660, 264, 960, 705, 
001, 381, 174, 606, 603, 669, 261, 969, 702, 
002, 393, 174, 615, 606, 678, 258, 978, 702, 
003, 405, 174, 624, 609, 687, 255, 987, 702, 
004, 417, 174, 633, 609, 699, 252, 999, 699, 
005, 429, 174, 645, 612, 708, 249, 1008, 699, 
006, 441, 174, 654, 615, 717, 246, 1017, 699, 
007, 453, 174, 663, 618, 729, 243, 1029, 699, 
008, 462, 174, 672, 618, 738, 240, 1038, 696, 
009, 474, 174, 681, 621, 747, 237, 1047, 696, 
010, 486, 174, 693, 624, 756, 234, 1056, 696, 
011, 498, 174, 702, 624, 768, 231, 1068, 693, 
012, 510, 174, 711, 627, 777, 228, 1077, 693, 
013, 522, 174, 720, 630, 786, 225, 1086, 693, 
014, 534, 174, 732, 633, 798, 222, 1098, 693, 
015, 540, 171, 738, 630, 804, 219, 1104, 690, 
016, 546, 168, 747, 630, 810, 216, 1110, 690, 
017, 552, 168, 756, 630, 819, 216, 1119, 690, 
018, 558, 165, 765, 630, 825, 213, 1125, 690, 
019, 564, 165, 774, 630, 834, 210, 1131, 687, 
020, 570, 162, 783, 630, 840, 210, 1140, 687, 
021, 579, 162, 792, 630, 849, 207, 1146, 687, 
022, 585, 159, 801, 627, 855, 207, 1152, 687, 
023, 591, 156, 810, 627, 861, 204, 1161, 684, 
024, 597, 156, 819, 627, 870, 201, 1167, 684, 
025, 603, 153, 828, 627, 876, 201, 1173, 684, 
026, 609, 153, 837, 627, 885, 198, 1182, 684, 
027, 615, 150, 846, 627, 891, 195, 1188, 681, 
028, 624, 150, 855, 627, 900, 195, 1194, 681, 
029, 630, 147, 864, 624, 906, 192, 1203, 681, 
030, 636, 144, 873, 624, 912, 192, 1209, 681, 
031, 642, 144, 882, 624, 921, 189, 1215, 678, 
032, 648, 141, 891, 624, 927, 186, 1224, 678, 
033, 654, 141, 900, 624, 936, 186, 1230, 678, 
034, 660, 138, 909, 624, 942, 183, 1236, 678, 
035, 669, 138, 918, 624, 951, 183, 1245, 678, 
036, 678, 138, 930, 627, 951, 180, 1245, 678, 
037, 687, 141, 945, 630, 954, 180, 1245, 678, 
038, 696, 144, 960, 633, 954, 180, 1245, 681, 
039, 705, 147, 972, 639, 957, 177, 1248, 681, 
040, 714, 147, 987, 642, 960, 177, 1248, 684, 
041, 723, 150, 1002, 645, 960, 177, 1248, 684, 
042, 735, 153, 1014, 651, 963, 174, 1251, 687, 
043, 744, 156, 1029, 654, 963, 174, 1251, 687, 
044, 753, 156, 1044, 657, 966, 174, 1251, 687, 
045, 762, 159, 1056, 660, 969, 171, 1251, 690, 
046, 771, 162, 1071, 666, 969, 171, 1254, 690, 
047, 780, 165, 1086, 669, 972, 171, 1254, 693, 
048, 789, 165, 1098, 672, 975, 168, 1254, 693, 
049, 801, 168, 1113, 678, 975, 168, 1257, 696, 
050, 810, 171, 1128, 681, 978, 168, 1257, 696, 
051, 819, 174, 1140, 684, 978, 165, 1257, 696, 
052, 828, 174, 1155, 687, 981, 165, 1257, 699, 
053, 837, 177, 1170, 693, 984, 165, 1260, 699, 
054, 846, 180, 1182, 696, 984, 162, 1260, 702, 
055, 855, 183, 1197, 699, 987, 162, 1260, 702, 
056, 867, 186, 1212, 705, 990, 162, 1263, 705, 
057, 867, 186, 1212, 705, 990, 159, 1263, 702, 
058, 870, 186, 1215, 705, 990, 159, 1263, 702, 
059, 873, 186, 1215, 705, 990, 159, 1263, 702, 
060, 873, 186, 1218, 705, 990, 159, 1263, 702, 
061, 876, 186, 1218, 705, 993, 159, 1263, 702, 
062, 879, 189, 1221, 705, 993, 159, 1263, 702, 
063, 882, 189, 1221, 705, 993, 159, 1263, 702, 
064, 882, 189, 1224, 705, 993, 159, 1263, 702, 
065, 885, 189, 1224, 705, 993, 159, 1263, 702, 
066, 888, 189, 1227, 705, 996, 159, 1263, 702, 
067, 891, 189, 1227, 705, 996, 159, 1263, 702, 
068, 891, 192, 1230, 705, 996, 159, 1263, 702, 
069, 894, 192, 1230, 705, 996, 159, 1263, 702, 
070, 897, 192, 1233, 705, 996, 159, 1263, 702, 
071, 900, 192, 1233, 705, 999, 159, 1263, 702, 
072, 900, 192, 1236, 705, 999, 159, 1263, 702, 
073, 903, 192, 1236, 705, 999, 159, 1263, 702, 
074, 906, 195, 1239, 708, 999, 156, 1263, 699, 
075, 909, 195, 1239, 708, 999, 156, 1263, 699, 
076, 909, 195, 1242, 708, 1002, 156, 1263, 699, 
077, 912, 195, 1242, 708, 1002, 156, 1263, 699, 
078, 915, 195, 1245, 708, 1002, 156, 1263, 699, 
079, 918, 195, 1245, 708, 1002, 156, 1263, 699, 
080, 918, 198, 1248, 708, 1002, 156, 1263, 699, 
081, 921, 198, 1248, 708, 1005, 156, 1263, 699, 
082, 924, 198, 1251, 708, 1005, 156, 1263, 699, 
083, 927, 198, 1251, 708, 1005, 156, 1263, 699, 
084, 927, 198, 1254, 708, 1005, 156, 1263, 699, 
085, 930, 198, 1254, 708, 1005, 156, 1263, 699, 
086, 933, 201, 1257, 708, 1008, 156, 1263, 699, 
087, 936, 201, 1257, 708, 1008, 156, 1263, 699, 
088, 936, 201, 1260, 708, 1008, 156, 1263, 699, 
089, 939, 201, 1260, 708, 1008, 156, 1263, 699, 
090, 942, 201, 1263, 708, 1008, 156, 1263, 699, 
091, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
092, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
093, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
094, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
095, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
096, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
097, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
098, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
099, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
100, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
101, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
102, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
103, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
104, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
105, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
106, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
107, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
108, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
109, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
110, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
111, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
112, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
113, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
114, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
115, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
116, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
117, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
118, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
119, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
120, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
121, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
122, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
123, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
124, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
125, 945, 204, 1266, 711, 1011, 156, 1266, 699, 
