prist/00043.mp4
forged/00043_117-204.mp4
frame, x1, y1, x2, y2
117, 579, 177, 786, 564, 
118, 570, 174, 780, 564, 
119, 561, 174, 774, 564, 
120, 555, 174, 768, 567, 
121, 546, 174, 762, 567, 
122, 540, 171, 759, 567, 
123, 531, 171, 753, 570, 
124, 522, 171, 747, 570, 
125, 516, 171, 741, 570, 
126, 507, 168, 738, 573, 
127, 501, 168, 732, 573, 
128, 492, 168, 726, 573, 
129, 483, 168, 720, 576, 
130, 477, 165, 717, 576, 
131, 468, 165, 711, 576, 
132, 462, 165, 705, 579, 
133, 453, 165, 699, 579, 
134, 447, 165, 696, 582, 
135, 438, 165, 690, 582, 
136, 432, 165, 684, 582, 
137, 423, 165, 678, 585, 
138, 417, 165, 672, 585, 
139, 411, 165, 666, 588, 
140, 402, 168, 660, 588, 
141, 396, 168, 654, 591, 
142, 390, 168, 648, 591, 
143, 381, 168, 642, 594, 
144, 375, 168, 636, 594, 
145, 369, 168, 630, 597, 
146, 360, 171, 624, 597, 
147, 354, 171, 618, 600, 
148, 348, 171, 612, 600, 
149, 339, 171, 606, 603, 
150, 333, 171, 600, 603, 
151, 327, 174, 597, 606, 
152, 324, 171, 594, 606, 
153, 321, 171, 591, 606, 
154, 321, 171, 588, 609, 
155, 318, 171, 588, 609, 
156, 318, 171, 585, 609, 
157, 315, 171, 582, 612, 
158, 315, 171, 579, 612, 
159, 312, 171, 579, 612, 
160, 309, 171, 576, 615, 
161, 309, 171, 573, 615, 
162, 306, 171, 570, 615, 
163, 306, 171, 570, 618, 
164, 303, 171, 567, 618, 
165, 303, 171, 564, 621, 
166, 300, 171, 561, 621, 
167, 297, 171, 561, 621, 
168, 297, 171, 558, 624, 
169, 294, 171, 555, 624, 
170, 294, 171, 552, 624, 
171, 291, 171, 552, 627, 
172, 291, 171, 549, 627, 
173, 288, 171, 546, 627, 
174, 285, 171, 543, 630, 
175, 285, 171, 543, 630, 
176, 282, 171, 540, 630, 
177, 282, 171, 537, 633, 
178, 279, 171, 534, 633, 
179, 279, 171, 534, 636, 
180, 279, 171, 534, 636, 
181, 279, 171, 534, 636, 
182, 279, 171, 534, 636, 
183, 279, 171, 534, 636, 
184, 279, 171, 534, 636, 
185, 279, 171, 534, 636, 
186, 279, 171, 534, 636, 
187, 279, 171, 534, 636, 
188, 279, 171, 534, 636, 
189, 279, 171, 534, 636, 
190, 279, 171, 534, 636, 
191, 279, 171, 534, 636, 
192, 279, 171, 534, 636, 
193, 279, 171, 534, 636, 
194, 279, 171, 534, 636, 
195, 279, 171, 534, 636, 
196, 279, 171, 534, 636, 
197, 279, 171, 534, 636, 
198, 279, 171, 534, 636, 
199, 279, 171, 534, 636, 
200, 279, 171, 534, 636, 
201, 279, 171, 534, 636, 
202, 279, 171, 534, 636, 
203, 279, 171, 534, 636, 
204, 279, 171, 534, 636, 
