prist/00082.mp4
forged/00082_076-128-247-287.mp4
frame, x1, y1, x2, y2
076, 882, 321, 1131, 711, 
077, 867, 321, 1119, 711, 
078, 855, 321, 1107, 711, 
079, 840, 324, 1095, 711, 
080, 828, 324, 1083, 711, 
081, 813, 327, 1071, 711, 
082, 801, 327, 1059, 711, 
083, 789, 327, 1050, 711, 
084, 774, 330, 1038, 711, 
085, 762, 330, 1026, 711, 
086, 747, 333, 1014, 711, 
087, 735, 333, 1002, 711, 
088, 723, 336, 990, 711, 
089, 708, 336, 981, 711, 
090, 696, 336, 969, 711, 
091, 681, 339, 957, 711, 
092, 669, 339, 945, 711, 
093, 657, 342, 933, 711, 
094, 642, 342, 921, 711, 
095, 630, 345, 909, 711, 
096, 615, 345, 900, 711, 
097, 603, 345, 888, 711, 
098, 591, 348, 876, 711, 
099, 576, 348, 864, 711, 
100, 564, 351, 852, 711, 
101, 549, 351, 840, 711, 
102, 537, 354, 831, 711, 
103, 525, 354, 819, 711, 
104, 510, 354, 807, 711, 
105, 498, 357, 795, 711, 
106, 483, 357, 783, 711, 
107, 471, 360, 771, 711, 
108, 459, 360, 759, 711, 
109, 444, 360, 750, 711, 
110, 432, 363, 738, 711, 
111, 417, 363, 726, 711, 
112, 405, 366, 714, 711, 
113, 393, 366, 702, 711, 
114, 378, 369, 690, 711, 
115, 366, 369, 681, 711, 
116, 351, 369, 669, 711, 
117, 339, 372, 657, 711, 
118, 327, 372, 645, 711, 
119, 312, 375, 633, 711, 
120, 300, 375, 621, 711, 
121, 285, 378, 609, 711, 
122, 273, 378, 600, 711, 
123, 261, 378, 588, 711, 
124, 246, 381, 576, 711, 
125, 234, 381, 564, 711, 
126, 219, 384, 552, 711, 
127, 207, 384, 540, 711, 
128, 195, 387, 531, 711, 
247, 804, 273, 966, 606, 
248, 792, 273, 957, 606, 
249, 783, 273, 948, 609, 
250, 774, 273, 939, 609, 
251, 765, 273, 930, 612, 
252, 756, 276, 924, 612, 
253, 747, 276, 915, 615, 
254, 738, 276, 906, 618, 
255, 729, 276, 897, 618, 
256, 717, 279, 891, 621, 
257, 708, 279, 882, 621, 
258, 699, 279, 873, 624, 
259, 690, 279, 864, 624, 
260, 681, 279, 855, 627, 
261, 672, 282, 849, 630, 
262, 663, 282, 840, 630, 
263, 654, 282, 831, 633, 
264, 642, 282, 822, 633, 
265, 633, 285, 816, 636, 
266, 624, 285, 807, 636, 
267, 615, 285, 798, 639, 
268, 606, 285, 789, 642, 
269, 597, 285, 780, 642, 
270, 588, 288, 774, 645, 
271, 579, 288, 765, 645, 
272, 567, 288, 756, 648, 
273, 558, 288, 747, 648, 
274, 549, 291, 741, 651, 
275, 540, 291, 732, 654, 
276, 531, 291, 723, 654, 
277, 522, 291, 714, 657, 
278, 513, 291, 705, 657, 
279, 504, 294, 699, 660, 
280, 492, 294, 690, 660, 
281, 483, 294, 681, 663, 
282, 474, 294, 672, 666, 
283, 465, 297, 666, 666, 
284, 456, 297, 657, 669, 
285, 447, 297, 648, 669, 
286, 438, 297, 639, 672, 
287, 429, 300, 633, 675, 
