prist/00088.mp4
forged/00088_066-120-141-181.mp4
frame, x1, y1, x2, y2
066, 939, 249, 1101, 699, 
067, 930, 249, 1095, 696, 
068, 924, 249, 1089, 696, 
069, 918, 252, 1083, 696, 
070, 909, 252, 1077, 696, 
071, 903, 252, 1071, 696, 
072, 897, 255, 1065, 696, 
073, 891, 255, 1062, 696, 
074, 882, 255, 1056, 696, 
075, 876, 258, 1050, 696, 
076, 870, 258, 1044, 696, 
077, 864, 258, 1038, 696, 
078, 855, 261, 1032, 696, 
079, 849, 261, 1026, 696, 
080, 843, 261, 1023, 696, 
081, 837, 264, 1017, 696, 
082, 828, 264, 1011, 696, 
083, 822, 267, 1005, 696, 
084, 816, 267, 999, 693, 
085, 807, 267, 993, 693, 
086, 801, 270, 987, 693, 
087, 795, 270, 984, 693, 
088, 789, 270, 978, 693, 
089, 780, 273, 972, 693, 
090, 774, 273, 966, 693, 
091, 768, 273, 960, 693, 
092, 762, 276, 954, 693, 
093, 753, 276, 948, 693, 
094, 747, 276, 945, 693, 
095, 741, 279, 939, 693, 
096, 735, 279, 933, 693, 
097, 726, 279, 927, 693, 
098, 720, 282, 921, 693, 
099, 714, 282, 915, 693, 
100, 708, 285, 912, 693, 
101, 696, 285, 903, 690, 
102, 687, 285, 897, 690, 
103, 678, 288, 888, 690, 
104, 669, 288, 882, 690, 
105, 660, 291, 873, 690, 
106, 651, 291, 867, 690, 
107, 642, 291, 858, 690, 
108, 633, 294, 852, 690, 
109, 624, 294, 843, 687, 
110, 615, 297, 837, 687, 
111, 606, 297, 828, 687, 
112, 597, 297, 822, 687, 
113, 588, 300, 813, 687, 
114, 579, 300, 807, 687, 
115, 570, 303, 798, 687, 
116, 561, 303, 792, 687, 
117, 552, 306, 786, 687, 
118, 540, 306, 768, 693, 
119, 528, 309, 750, 699, 
120, 516, 312, 735, 708, 
143, 795, 330, 1035, 696, 
144, 783, 333, 1026, 696, 
145, 771, 336, 1014, 696, 
146, 759, 339, 1005, 699, 
147, 747, 342, 993, 699, 
148, 735, 345, 981, 699, 
149, 723, 348, 972, 699, 
150, 711, 351, 960, 699, 
151, 699, 354, 951, 702, 
152, 687, 354, 939, 702, 
153, 675, 357, 927, 702, 
154, 663, 360, 918, 702, 
155, 651, 363, 906, 702, 
156, 639, 366, 897, 705, 
157, 627, 369, 885, 705, 
158, 615, 372, 873, 705, 
159, 603, 375, 864, 705, 
160, 591, 378, 852, 705, 
161, 579, 381, 843, 708, 
162, 567, 381, 831, 708, 
163, 555, 384, 819, 708, 
164, 543, 387, 810, 708, 
165, 531, 390, 798, 708, 
166, 519, 393, 789, 711, 
167, 507, 396, 777, 711, 
168, 495, 399, 765, 711, 
169, 483, 402, 756, 711, 
170, 471, 405, 744, 711, 
171, 459, 408, 735, 714, 
172, 441, 411, 717, 711, 
173, 423, 414, 702, 711, 
174, 405, 417, 687, 711, 
175, 387, 420, 672, 708, 
176, 372, 423, 657, 708, 
177, 354, 426, 639, 708, 
178, 336, 429, 624, 705, 
179, 318, 432, 609, 705, 
180, 300, 435, 594, 705, 
181, 285, 438, 579, 705, 
