prist/00040.mp4
forged/00040_198-287.mp4
frame, x1, y1, x2, y2
198, 024, 399, 384, 708, 
199, 018, 330, 366, 702, 
200, 015, 264, 351, 696, 
201, 012, 198, 336, 693, 
202, 012, 198, 336, 693, 
203, 012, 198, 336, 693, 
204, 012, 198, 336, 693, 
205, 012, 198, 336, 693, 
206, 012, 198, 336, 693, 
207, 012, 198, 336, 693, 
208, 012, 198, 336, 693, 
209, 012, 198, 336, 693, 
210, 012, 198, 336, 693, 
211, 012, 198, 336, 693, 
212, 012, 198, 336, 693, 
213, 012, 198, 336, 693, 
214, 012, 198, 336, 693, 
215, 012, 198, 336, 693, 
216, 012, 198, 336, 693, 
217, 012, 198, 336, 693, 
218, 012, 198, 336, 693, 
219, 012, 198, 336, 693, 
220, 012, 198, 336, 693, 
221, 012, 198, 336, 693, 
222, 012, 198, 336, 693, 
223, 012, 198, 336, 693, 
224, 012, 198, 336, 693, 
225, 012, 198, 336, 693, 
226, 012, 198, 336, 693, 
227, 012, 198, 336, 693, 
228, 012, 198, 336, 693, 
229, 012, 198, 336, 693, 
230, 012, 198, 336, 693, 
231, 012, 198, 336, 693, 
232, 012, 198, 336, 693, 
233, 012, 198, 336, 693, 
234, 012, 198, 336, 693, 
235, 012, 198, 336, 693, 
236, 012, 198, 336, 693, 
237, 024, 198, 351, 690, 
238, 036, 198, 366, 690, 
239, 048, 201, 381, 690, 
240, 060, 201, 396, 690, 
241, 072, 201, 411, 690, 
242, 084, 204, 426, 690, 
243, 096, 204, 441, 690, 
244, 108, 204, 456, 690, 
245, 120, 207, 474, 690, 
246, 132, 207, 486, 687, 
247, 147, 207, 501, 687, 
248, 162, 210, 516, 687, 
249, 174, 210, 531, 687, 
250, 189, 213, 546, 687, 
251, 204, 213, 561, 687, 
252, 216, 216, 573, 684, 
253, 231, 216, 588, 684, 
254, 246, 219, 603, 684, 
255, 258, 219, 618, 684, 
256, 273, 222, 633, 684, 
257, 288, 222, 648, 684, 
258, 303, 225, 663, 684, 
259, 312, 222, 669, 684, 
260, 321, 222, 675, 684, 
261, 330, 222, 681, 684, 
262, 339, 219, 687, 684, 
263, 351, 219, 696, 684, 
264, 360, 219, 702, 684, 
265, 369, 219, 708, 684, 
266, 378, 216, 714, 684, 
267, 387, 216, 720, 684, 
268, 399, 216, 729, 687, 
269, 408, 213, 735, 687, 
270, 417, 213, 741, 687, 
271, 426, 213, 747, 687, 
272, 438, 213, 756, 687, 
273, 447, 210, 762, 687, 
274, 456, 210, 768, 687, 
275, 465, 210, 774, 687, 
276, 474, 207, 780, 687, 
277, 486, 207, 789, 690, 
278, 495, 207, 795, 690, 
279, 504, 207, 801, 690, 
280, 513, 204, 807, 690, 
281, 522, 204, 813, 690, 
282, 534, 204, 822, 690, 
283, 543, 201, 828, 690, 
284, 552, 201, 834, 690, 
285, 561, 201, 840, 690, 
286, 573, 201, 849, 693, 
287, 573, 201, 849, 693, 
