prist/00017.mp4
forged/00017_172-288.mp4
frame, x1, y1, x2, y2
172, 1005, 243, 1266, 708, 
173, 1005, 240, 1263, 705, 
174, 1008, 240, 1263, 705, 
175, 1008, 237, 1263, 705, 
176, 1011, 237, 1263, 705, 
177, 1014, 234, 1263, 705, 
178, 1014, 234, 1263, 705, 
179, 1017, 234, 1263, 705, 
180, 1020, 231, 1263, 705, 
181, 1020, 231, 1263, 705, 
182, 1023, 228, 1263, 705, 
183, 1023, 228, 1263, 705, 
184, 1026, 228, 1263, 705, 
185, 1029, 225, 1260, 705, 
186, 1029, 225, 1260, 705, 
187, 1032, 222, 1260, 705, 
188, 1035, 222, 1260, 705, 
189, 1035, 219, 1260, 705, 
190, 1038, 219, 1260, 705, 
191, 1038, 219, 1260, 705, 
192, 1041, 216, 1260, 705, 
193, 1044, 216, 1260, 705, 
194, 1044, 213, 1260, 705, 
195, 1047, 213, 1260, 705, 
196, 1050, 213, 1260, 705, 
197, 1050, 213, 1260, 705, 
198, 1050, 213, 1260, 705, 
199, 1050, 213, 1260, 705, 
200, 1050, 213, 1260, 705, 
201, 1050, 213, 1260, 705, 
202, 1050, 213, 1260, 705, 
203, 1050, 213, 1260, 705, 
204, 1050, 213, 1260, 705, 
205, 1050, 213, 1260, 705, 
206, 1050, 213, 1260, 705, 
207, 1050, 213, 1260, 705, 
208, 1050, 213, 1260, 705, 
209, 1050, 213, 1260, 705, 
210, 1050, 213, 1260, 705, 
211, 1050, 213, 1260, 705, 
212, 1050, 213, 1260, 705, 
213, 1050, 213, 1260, 705, 
214, 1050, 213, 1260, 705, 
215, 1050, 213, 1260, 705, 
216, 1050, 213, 1260, 705, 
217, 1050, 213, 1260, 705, 
218, 1050, 213, 1260, 705, 
219, 1050, 213, 1260, 705, 
220, 1050, 213, 1260, 705, 
221, 1050, 213, 1260, 705, 
222, 1050, 213, 1260, 705, 
223, 1050, 213, 1260, 705, 
224, 1050, 213, 1260, 705, 
225, 1050, 213, 1260, 705, 
226, 1050, 213, 1260, 705, 
227, 1050, 213, 1260, 705, 
228, 1050, 213, 1260, 705, 
229, 1050, 213, 1260, 705, 
230, 1050, 213, 1260, 705, 
231, 1050, 213, 1260, 705, 
232, 1050, 213, 1260, 705, 
233, 1050, 213, 1260, 705, 
234, 1050, 213, 1260, 705, 
235, 1050, 213, 1260, 705, 
236, 1050, 213, 1260, 705, 
237, 1050, 213, 1260, 705, 
238, 1050, 213, 1260, 705, 
239, 1050, 213, 1260, 705, 
240, 1050, 213, 1260, 705, 
241, 1050, 213, 1260, 705, 
242, 1050, 213, 1260, 705, 
243, 1050, 213, 1260, 705, 
244, 1050, 213, 1260, 705, 
245, 1050, 213, 1260, 705, 
246, 1050, 213, 1260, 705, 
247, 1050, 213, 1260, 705, 
248, 1050, 213, 1260, 705, 
249, 1050, 213, 1260, 705, 
250, 1050, 213, 1260, 705, 
251, 1050, 213, 1260, 705, 
252, 1050, 213, 1260, 705, 
253, 1050, 213, 1260, 705, 
254, 1050, 213, 1260, 705, 
255, 1050, 213, 1260, 705, 
256, 1050, 213, 1260, 705, 
257, 1050, 213, 1260, 705, 
258, 1050, 213, 1260, 705, 
259, 1050, 213, 1260, 705, 
260, 1050, 213, 1260, 705, 
261, 1050, 213, 1260, 705, 
262, 1050, 213, 1260, 705, 
263, 1050, 213, 1260, 705, 
264, 1050, 213, 1260, 705, 
265, 1050, 213, 1260, 705, 
266, 1050, 213, 1260, 705, 
267, 1050, 213, 1260, 705, 
268, 1050, 213, 1260, 705, 
269, 1062, 216, 1260, 705, 
270, 1074, 222, 1260, 705, 
271, 1086, 225, 1263, 705, 
272, 1098, 231, 1263, 705, 
273, 1110, 234, 1263, 705, 
274, 1122, 240, 1266, 705, 
275, 1134, 243, 1266, 705, 
276, 1149, 249, 1269, 708, 
277, 1149, 249, 1269, 708, 
278, 1149, 249, 1269, 708, 
279, 1149, 249, 1269, 708, 
280, 1149, 249, 1269, 708, 
281, 1149, 249, 1269, 708, 
282, 1149, 249, 1269, 708, 
283, 1149, 249, 1269, 708, 
284, 1149, 249, 1269, 708, 
285, 1149, 249, 1269, 708, 
286, 1149, 249, 1269, 708, 
287, 1149, 249, 1269, 708, 
288, 1149, 249, 1269, 708, 
