prist/00095.mp4
forged/00095_000-047-233-294.mp4
frame, x1, y1, x2, y2
000, 1041, 222, 1257, 717, 
001, 1041, 222, 1257, 717, 
002, 1041, 222, 1257, 717, 
003, 1041, 222, 1257, 717, 
004, 1041, 222, 1257, 717, 
005, 1041, 222, 1257, 717, 
006, 1041, 222, 1257, 717, 
007, 1041, 222, 1257, 717, 
008, 1041, 222, 1257, 717, 
009, 1041, 222, 1257, 717, 
010, 1041, 222, 1257, 717, 
011, 1041, 222, 1257, 717, 
012, 1041, 222, 1257, 717, 
013, 1041, 222, 1257, 717, 
014, 1041, 222, 1257, 717, 
015, 1041, 222, 1257, 717, 
016, 1041, 222, 1257, 717, 
017, 1041, 222, 1257, 717, 
018, 1041, 222, 1257, 717, 
019, 1041, 222, 1257, 717, 
020, 1041, 222, 1257, 717, 
021, 1041, 222, 1257, 717, 
022, 1041, 222, 1257, 717, 
023, 1041, 222, 1257, 717, 
024, 1041, 222, 1257, 717, 
025, 1041, 222, 1257, 717, 
026, 1041, 222, 1257, 717, 
027, 1041, 222, 1257, 717, 
028, 1041, 222, 1257, 717, 
029, 1041, 222, 1257, 717, 
030, 1041, 222, 1257, 717, 
031, 1041, 222, 1257, 717, 
032, 1041, 222, 1257, 717, 
033, 1041, 222, 1257, 717, 
034, 1041, 222, 1257, 717, 
035, 1041, 222, 1257, 717, 
036, 1041, 222, 1257, 717, 
037, 1041, 222, 1257, 717, 
038, 1041, 222, 1257, 717, 
039, 1041, 222, 1257, 717, 
040, 1041, 222, 1257, 717, 
041, 1041, 222, 1257, 717, 
042, 1041, 222, 1257, 717, 
043, 1041, 222, 1257, 717, 
044, 1041, 222, 1257, 717, 
045, 1041, 222, 1257, 717, 
046, 1041, 222, 1257, 717, 
047, 1041, 222, 1257, 717, 
233, 012, 351, 318, 699, 
234, 009, 354, 315, 699, 
235, 009, 354, 315, 699, 
236, 009, 354, 315, 699, 
237, 009, 354, 315, 699, 
238, 009, 354, 315, 699, 
239, 009, 354, 315, 699, 
240, 009, 354, 315, 699, 
241, 009, 354, 315, 699, 
242, 009, 354, 315, 699, 
243, 009, 354, 315, 699, 
244, 009, 354, 315, 699, 
245, 009, 354, 315, 699, 
246, 009, 354, 315, 699, 
247, 009, 354, 315, 699, 
248, 009, 354, 315, 699, 
249, 009, 354, 315, 699, 
250, 009, 354, 315, 699, 
251, 009, 354, 315, 699, 
252, 009, 354, 315, 699, 
253, 009, 354, 315, 699, 
254, 009, 354, 315, 699, 
255, 009, 354, 315, 699, 
256, 009, 354, 315, 699, 
257, 009, 354, 315, 699, 
258, 009, 354, 315, 699, 
259, 009, 354, 315, 699, 
260, 009, 354, 315, 699, 
261, 009, 354, 315, 699, 
262, 009, 354, 315, 699, 
263, 009, 354, 315, 699, 
264, 009, 354, 315, 699, 
265, 009, 354, 315, 699, 
266, 009, 354, 315, 699, 
267, 009, 354, 315, 699, 
268, 009, 354, 315, 699, 
269, 009, 354, 315, 699, 
270, 009, 354, 315, 699, 
271, 009, 354, 315, 699, 
272, 009, 354, 315, 699, 
273, 009, 354, 315, 699, 
274, 009, 354, 315, 699, 
275, 009, 354, 315, 699, 
276, 009, 354, 315, 699, 
277, 009, 354, 315, 699, 
278, 009, 354, 315, 699, 
279, 009, 354, 315, 699, 
280, 009, 354, 315, 699, 
281, 009, 354, 315, 699, 
282, 009, 354, 315, 699, 
283, 009, 354, 315, 699, 
284, 009, 354, 315, 699, 
285, 009, 354, 315, 699, 
286, 009, 354, 315, 699, 
287, 009, 354, 315, 699, 
288, 009, 354, 315, 699, 
289, 009, 354, 315, 699, 
290, 009, 354, 315, 699, 
291, 009, 354, 315, 699, 
292, 009, 354, 315, 699, 
293, 009, 354, 315, 699, 
294, 009, 354, 315, 699, 
