prist/00063.mp4
forged/00063_000-089.mp4
frame, x1, y1, x2, y2
000, 579, 324, 948, 696, 
001, 585, 321, 954, 693, 
002, 594, 318, 963, 693, 
003, 603, 318, 972, 693, 
004, 612, 315, 981, 693, 
005, 621, 315, 990, 693, 
006, 630, 312, 999, 693, 
007, 639, 312, 1008, 693, 
008, 648, 309, 1017, 693, 
009, 657, 309, 1026, 690, 
010, 666, 306, 1035, 690, 
011, 675, 306, 1044, 690, 
012, 684, 303, 1053, 690, 
013, 693, 303, 1062, 690, 
014, 702, 300, 1071, 690, 
015, 711, 300, 1080, 690, 
016, 720, 297, 1089, 690, 
017, 729, 297, 1098, 690, 
018, 738, 294, 1104, 687, 
019, 747, 291, 1113, 687, 
020, 756, 291, 1122, 687, 
021, 765, 288, 1131, 687, 
022, 774, 288, 1140, 687, 
023, 783, 285, 1149, 687, 
024, 792, 285, 1158, 687, 
025, 801, 282, 1167, 687, 
026, 810, 282, 1176, 684, 
027, 819, 279, 1185, 684, 
028, 828, 279, 1194, 684, 
029, 837, 276, 1203, 684, 
030, 846, 276, 1212, 684, 
031, 855, 273, 1221, 684, 
032, 864, 273, 1230, 684, 
033, 873, 270, 1239, 684, 
034, 882, 270, 1248, 684, 
035, 888, 267, 1248, 684, 
036, 894, 267, 1248, 684, 
037, 900, 264, 1248, 687, 
038, 906, 264, 1251, 687, 
039, 912, 264, 1251, 687, 
040, 918, 261, 1251, 690, 
041, 924, 261, 1254, 690, 
042, 930, 261, 1254, 693, 
043, 936, 258, 1254, 693, 
044, 942, 258, 1257, 693, 
045, 948, 255, 1257, 696, 
046, 954, 255, 1257, 696, 
047, 960, 255, 1260, 696, 
048, 966, 252, 1260, 699, 
049, 972, 252, 1260, 699, 
050, 981, 252, 1263, 702, 
051, 984, 252, 1263, 702, 
052, 987, 252, 1263, 702, 
053, 993, 252, 1263, 702, 
054, 996, 252, 1263, 702, 
055, 999, 255, 1263, 702, 
056, 1005, 255, 1263, 702, 
057, 1008, 255, 1263, 702, 
058, 1011, 255, 1263, 702, 
059, 1017, 258, 1263, 702, 
060, 1020, 258, 1263, 702, 
061, 1023, 258, 1263, 702, 
062, 1029, 258, 1263, 702, 
063, 1032, 261, 1263, 702, 
064, 1038, 261, 1263, 702, 
065, 1041, 261, 1263, 702, 
066, 1044, 261, 1263, 702, 
067, 1050, 264, 1263, 702, 
068, 1053, 264, 1263, 702, 
069, 1056, 264, 1263, 702, 
070, 1062, 264, 1263, 702, 
071, 1065, 267, 1263, 702, 
072, 1068, 267, 1263, 702, 
073, 1074, 267, 1263, 702, 
074, 1077, 267, 1263, 702, 
075, 1083, 270, 1266, 702, 
076, 1083, 270, 1266, 702, 
077, 1083, 270, 1266, 702, 
078, 1083, 270, 1266, 702, 
079, 1083, 270, 1266, 702, 
080, 1083, 270, 1266, 702, 
081, 1083, 270, 1266, 702, 
082, 1083, 270, 1266, 702, 
083, 1083, 270, 1266, 702, 
084, 1083, 270, 1266, 702, 
085, 1083, 270, 1266, 702, 
086, 1083, 270, 1266, 702, 
087, 1083, 270, 1266, 702, 
088, 1083, 270, 1266, 702, 
089, 1083, 270, 1266, 702, 
