prist/00060.mp4
forged/00060_195-294.mp4
frame, x1, y1, x2, y2
195, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
196, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
197, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
198, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
199, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
200, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
201, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
202, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
203, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
204, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
205, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
206, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
207, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
208, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
209, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
210, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
211, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
212, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
213, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
214, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
215, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
216, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
217, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
218, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
219, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
220, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
221, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
222, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
223, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
224, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
225, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
226, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
227, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
228, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
229, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
230, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
231, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
232, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
233, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
234, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
235, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
236, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
237, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
238, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
239, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
240, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
241, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
242, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
243, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
244, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
245, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
246, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
247, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
248, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
249, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
250, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
251, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
252, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
253, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
254, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
255, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
256, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
257, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
258, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
