prist/00094.mp4
forged/00094_000-036-197-295.mp4
frame, x1, y1, x2, y2
000, 411, 321, 687, 708, 
001, 423, 318, 699, 705, 
002, 438, 318, 711, 705, 
003, 453, 315, 723, 705, 
004, 468, 315, 735, 705, 
005, 483, 315, 747, 705, 
006, 498, 312, 759, 705, 
007, 513, 312, 771, 705, 
008, 528, 312, 783, 702, 
009, 543, 309, 795, 702, 
010, 558, 309, 807, 702, 
011, 573, 309, 819, 702, 
012, 588, 306, 831, 702, 
013, 603, 306, 843, 702, 
014, 618, 303, 855, 702, 
015, 633, 303, 867, 699, 
016, 648, 303, 879, 699, 
017, 663, 300, 891, 699, 
018, 678, 300, 906, 699, 
019, 690, 300, 918, 699, 
020, 705, 297, 930, 699, 
021, 720, 297, 942, 699, 
022, 735, 297, 954, 696, 
023, 750, 294, 966, 696, 
024, 765, 294, 978, 696, 
025, 780, 291, 990, 696, 
026, 795, 291, 1002, 696, 
027, 810, 291, 1014, 696, 
028, 825, 288, 1026, 696, 
029, 840, 288, 1038, 693, 
030, 855, 288, 1050, 693, 
031, 870, 285, 1062, 693, 
032, 885, 285, 1074, 693, 
033, 900, 285, 1086, 693, 
034, 915, 282, 1098, 693, 
035, 930, 282, 1110, 693, 
036, 945, 282, 1125, 693, 
197, 054, 375, 288, 693, 
198, 054, 375, 288, 693, 
199, 054, 375, 288, 693, 
200, 054, 375, 288, 693, 
201, 054, 375, 288, 693, 
202, 054, 375, 288, 693, 
203, 054, 375, 288, 693, 
204, 054, 375, 288, 693, 
205, 054, 375, 288, 693, 
206, 054, 375, 288, 693, 
207, 054, 375, 288, 693, 
208, 054, 375, 288, 693, 
209, 054, 375, 288, 693, 
210, 054, 375, 288, 693, 
211, 054, 375, 288, 693, 
212, 054, 375, 288, 693, 
213, 054, 375, 288, 693, 
214, 054, 375, 288, 693, 
215, 054, 375, 288, 693, 
216, 054, 375, 288, 693, 
217, 054, 375, 288, 693, 
218, 054, 375, 288, 693, 
219, 054, 375, 288, 693, 
220, 054, 375, 288, 693, 
221, 066, 372, 300, 693, 
222, 078, 372, 312, 693, 
223, 093, 369, 324, 693, 
224, 105, 369, 336, 693, 
225, 120, 366, 348, 693, 
226, 132, 366, 360, 693, 
227, 144, 363, 372, 696, 
228, 159, 363, 384, 696, 
229, 171, 360, 396, 696, 
230, 186, 360, 408, 696, 
231, 198, 357, 420, 696, 
232, 210, 357, 432, 696, 
233, 225, 354, 444, 699, 
234, 237, 354, 456, 699, 
235, 252, 354, 468, 699, 
236, 264, 351, 480, 699, 
237, 276, 351, 492, 699, 
238, 291, 348, 504, 699, 
239, 303, 348, 516, 699, 
240, 318, 345, 528, 702, 
241, 330, 345, 540, 702, 
242, 342, 342, 552, 702, 
243, 357, 342, 564, 702, 
244, 369, 339, 576, 702, 
245, 384, 339, 588, 702, 
246, 396, 336, 600, 705, 
247, 408, 336, 612, 705, 
248, 423, 333, 624, 705, 
249, 435, 333, 636, 705, 
250, 450, 333, 648, 705, 
251, 462, 330, 660, 705, 
252, 474, 330, 672, 705, 
253, 489, 327, 684, 708, 
254, 501, 327, 696, 708, 
255, 516, 324, 708, 708, 
256, 528, 324, 720, 708, 
257, 540, 321, 732, 708, 
258, 555, 321, 744, 708, 
259, 567, 318, 756, 711, 
260, 582, 318, 768, 711, 
261, 594, 315, 780, 711, 
262, 606, 315, 792, 711, 
263, 621, 312, 804, 711, 
264, 633, 312, 816, 711, 
265, 648, 312, 828, 714, 
266, 657, 309, 837, 711, 
267, 666, 309, 846, 711, 
268, 675, 309, 855, 711, 
269, 684, 309, 864, 711, 
270, 696, 309, 873, 711, 
271, 705, 309, 882, 708, 
272, 714, 309, 891, 708, 
273, 723, 306, 900, 708, 
274, 735, 306, 909, 708, 
275, 744, 306, 918, 708, 
276, 753, 306, 927, 705, 
277, 762, 306, 936, 705, 
278, 774, 306, 945, 705, 
279, 783, 306, 954, 705, 
280, 792, 306, 966, 705, 
281, 801, 303, 975, 702, 
282, 810, 303, 984, 702, 
283, 822, 303, 993, 702, 
284, 831, 303, 1002, 702, 
285, 840, 303, 1011, 702, 
286, 849, 303, 1020, 699, 
287, 861, 303, 1029, 699, 
288, 870, 300, 1038, 699, 
289, 879, 300, 1047, 699, 
290, 888, 300, 1056, 699, 
291, 900, 300, 1065, 696, 
292, 909, 300, 1074, 696, 
293, 918, 300, 1083, 696, 
294, 927, 300, 1092, 696, 
295, 939, 300, 1104, 696, 
