prist/00093.mp4
forged/00093_066-151-268-295.mp4
frame, x1, y1, x2, y2
066, 546, 339, 777, 702, 
067, 537, 339, 768, 699, 
068, 528, 339, 762, 699, 
069, 519, 342, 756, 699, 
070, 513, 342, 747, 699, 
071, 504, 345, 741, 699, 
072, 495, 345, 735, 699, 
073, 486, 345, 726, 699, 
074, 480, 348, 720, 699, 
075, 471, 348, 714, 699, 
076, 462, 351, 708, 699, 
077, 456, 351, 699, 699, 
078, 447, 354, 693, 699, 
079, 438, 354, 687, 699, 
080, 429, 354, 678, 699, 
081, 423, 357, 672, 699, 
082, 414, 357, 666, 699, 
083, 405, 360, 657, 699, 
084, 396, 360, 651, 699, 
085, 390, 363, 645, 699, 
086, 381, 363, 639, 699, 
087, 372, 363, 630, 696, 
088, 366, 366, 624, 696, 
089, 357, 366, 618, 696, 
090, 348, 369, 609, 696, 
091, 339, 369, 603, 696, 
092, 333, 372, 597, 696, 
093, 324, 372, 588, 696, 
094, 315, 372, 582, 696, 
095, 306, 375, 576, 696, 
096, 300, 375, 570, 696, 
097, 291, 378, 561, 696, 
098, 282, 378, 555, 696, 
099, 276, 381, 549, 696, 
100, 267, 381, 540, 696, 
101, 258, 381, 534, 696, 
102, 249, 384, 528, 696, 
103, 243, 384, 519, 696, 
104, 234, 387, 513, 696, 
105, 225, 387, 507, 696, 
106, 219, 390, 501, 696, 
107, 231, 387, 513, 696, 
108, 243, 384, 525, 696, 
109, 258, 384, 537, 696, 
110, 270, 381, 549, 696, 
111, 285, 381, 561, 696, 
112, 297, 378, 573, 696, 
113, 309, 375, 585, 696, 
114, 324, 375, 597, 696, 
115, 336, 372, 609, 696, 
116, 351, 372, 621, 696, 
117, 363, 369, 633, 696, 
118, 375, 369, 645, 696, 
119, 390, 366, 657, 696, 
120, 402, 363, 669, 696, 
121, 417, 363, 681, 699, 
122, 429, 360, 693, 699, 
123, 441, 360, 705, 699, 
124, 456, 357, 717, 699, 
125, 468, 357, 729, 699, 
126, 483, 354, 741, 699, 
127, 495, 351, 753, 699, 
128, 507, 351, 765, 699, 
129, 522, 348, 777, 699, 
130, 534, 348, 789, 699, 
131, 549, 345, 801, 699, 
132, 561, 342, 813, 699, 
133, 573, 342, 825, 699, 
134, 588, 339, 837, 699, 
135, 600, 339, 849, 699, 
136, 615, 336, 861, 702, 
137, 627, 336, 873, 702, 
138, 639, 333, 885, 702, 
139, 654, 330, 897, 702, 
140, 666, 330, 909, 702, 
141, 681, 327, 921, 702, 
142, 693, 327, 933, 702, 
143, 705, 324, 945, 702, 
144, 720, 324, 957, 702, 
145, 732, 321, 969, 702, 
146, 747, 318, 981, 702, 
147, 759, 318, 993, 702, 
148, 771, 315, 1005, 702, 
149, 786, 315, 1017, 702, 
150, 798, 312, 1029, 702, 
151, 813, 312, 1041, 705, 
268, 051, 354, 288, 693, 
269, 051, 354, 288, 693, 
270, 051, 354, 288, 693, 
271, 051, 354, 288, 693, 
272, 051, 354, 288, 693, 
273, 051, 354, 288, 693, 
274, 051, 354, 288, 693, 
275, 051, 354, 288, 693, 
276, 051, 354, 288, 693, 
277, 051, 354, 288, 693, 
278, 051, 354, 288, 693, 
279, 051, 354, 288, 693, 
280, 051, 354, 288, 693, 
281, 066, 351, 306, 693, 
282, 084, 348, 327, 693, 
283, 102, 348, 348, 693, 
284, 120, 345, 366, 693, 
285, 138, 342, 387, 693, 
286, 153, 342, 408, 693, 
287, 171, 339, 429, 693, 
288, 189, 336, 447, 693, 
289, 207, 336, 468, 693, 
290, 225, 333, 489, 693, 
291, 240, 330, 510, 693, 
292, 258, 330, 528, 693, 
293, 276, 327, 549, 693, 
294, 294, 324, 570, 693, 
295, 312, 324, 591, 696, 
