prist/00060.mp4
forged/00060_195-294.mp4
frame, x1, y1, x2, y2
288, 735, 315, 1110, 690, 909, 267, 1182, 708, 1047, 180, 1260, 702, 
289, 735, 315, 1110, 690, 909, 267, 1182, 708, 1047, 180, 1260, 702, 
290, 735, 315, 1110, 690, 909, 267, 1182, 708, 1047, 180, 1260, 702, 
259, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
260, 765, 450, 1236, 696, 870, 297, 1209, 681, 1092, 198, 1254, 681, 
293, 624, 303, 1014, 699, 861, 255, 1110, 699, 1071, 198, 1263, 690, 
292, 735, 315, 1110, 690, 909, 267, 1182, 708, 1047, 180, 1260, 702, 
291, 735, 315, 1110, 690, 909, 267, 1182, 708, 1047, 180, 1260, 702, 
195, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
247, 801, 501, 1257, 699, 1002, 282, 1251, 681, 1161, 171, 1248, 687, 
281, 735, 315, 1110, 690, 909, 267, 1182, 708, 1047, 180, 1260, 702, 
282, 735, 315, 1110, 690, 909, 267, 1182, 708, 1047, 180, 1260, 702, 
283, 735, 315, 1110, 690, 909, 267, 1182, 708, 1047, 180, 1260, 702, 
284, 735, 315, 1110, 690, 909, 267, 1182, 708, 1047, 180, 1260, 702, 
285, 735, 315, 1110, 690, 909, 267, 1182, 708, 1047, 180, 1260, 702, 
286, 735, 315, 1110, 690, 909, 267, 1182, 708, 1047, 180, 1260, 702, 
287, 735, 315, 1110, 690, 909, 267, 1182, 708, 1047, 180, 1260, 702, 
