prist/00014.mp4
forged/00014_025-150.mp4
frame, x1, y1, x2, y2
025, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
026, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
027, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
028, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
029, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
030, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
031, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
032, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
033, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
034, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
035, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
036, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
037, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
038, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
039, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
040, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
041, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
042, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
043, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
044, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
045, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
046, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
047, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
048, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
049, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
050, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
051, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
052, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
053, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
054, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
055, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
056, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
057, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
058, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
059, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
060, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
061, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
062, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
063, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
064, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
065, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
066, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
067, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
068, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
069, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
070, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
071, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
072, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
073, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
074, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
075, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
076, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
077, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
078, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
079, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
080, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
081, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
082, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
083, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
084, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
085, 867, 543, 1092, 714, 1077, 450, 1269, 711, 
