prist/00088.mp4
forged/00088_066-120-141-181.mp4
66 120 141 181
frame, x1, y1, x2, y2
0, 0, 0, 0, 0
1, 0, 0, 0, 0
2, 0, 0, 0, 0
3, 0, 0, 0, 0
4, 0, 0, 0, 0
5, 0, 0, 0, 0
6, 0, 0, 0, 0
7, 0, 0, 0, 0
8, 0, 0, 0, 0
9, 0, 0, 0, 0
10, 0, 0, 0, 0
11, 0, 0, 0, 0
12, 0, 0, 0, 0
13, 0, 0, 0, 0
14, 0, 0, 0, 0
15, 0, 0, 0, 0
16, 0, 0, 0, 0
17, 0, 0, 0, 0
18, 0, 0, 0, 0
19, 0, 0, 0, 0
20, 0, 0, 0, 0
21, 0, 0, 0, 0
22, 0, 0, 0, 0
23, 0, 0, 0, 0
24, 0, 0, 0, 0
25, 0, 0, 0, 0
26, 0, 0, 0, 0
27, 0, 0, 0, 0
28, 0, 0, 0, 0
29, 0, 0, 0, 0
30, 0, 0, 0, 0
31, 0, 0, 0, 0
32, 0, 0, 0, 0
33, 0, 0, 0, 0
34, 0, 0, 0, 0
35, 0, 0, 0, 0
36, 0, 0, 0, 0
37, 0, 0, 0, 0
38, 0, 0, 0, 0
39, 0, 0, 0, 0
40, 0, 0, 0, 0
41, 0, 0, 0, 0
42, 0, 0, 0, 0
43, 0, 0, 0, 0
44, 0, 0, 0, 0
45, 0, 0, 0, 0
46, 0, 0, 0, 0
47, 0, 0, 0, 0
48, 0, 0, 0, 0
49, 0, 0, 0, 0
50, 0, 0, 0, 0
51, 0, 0, 0, 0
52, 0, 0, 0, 0
53, 0, 0, 0, 0
54, 0, 0, 0, 0
55, 0, 0, 0, 0
56, 0, 0, 0, 0
57, 0, 0, 0, 0
58, 0, 0, 0, 0
59, 0, 0, 0, 0
60, 0, 0, 0, 0
61, 0, 0, 0, 0
62, 0, 0, 0, 0
63, 0, 0, 0, 0
64, 0, 0, 0, 0
65, 0, 0, 0, 0
66, 960, 276, 1100, 674
67, 952, 276, 1092, 674
68, 948, 278, 1088, 676
69, 944, 284, 1084, 682
70, 938, 286, 1078, 684
71, 932, 290, 1072, 688
72, 926, 294, 1066, 692
73, 920, 296, 1060, 694
74, 914, 296, 1054, 694
75, 908, 300, 1048, 698
76, 904, 300, 1044, 698
77, 898, 302, 1038, 700
78, 890, 302, 1030, 700
79, 886, 304, 1026, 702
80, 882, 302, 1022, 700
81, 874, 304, 1014, 702
82, 868, 306, 1008, 704
83, 862, 310, 1002, 708
84, 852, 312, 992, 710
85, 844, 314, 984, 712
86, 838, 318, 978, 716
87, 828, 320, 968, 718
88, 820, 320, 960, 718
89, 814, 320, 954, 718
90, 804, 320, 944, 718
91, 800, 320, 940, 718
92, 792, 320, 932, 718
93, 786, 320, 926, 718
94, 778, 320, 918, 718
95, 772, 320, 912, 718
96, 764, 320, 904, 718
97, 758, 320, 898, 718
98, 752, 320, 892, 718
99, 748, 320, 888, 718
100, 740, 320, 880, 718
101, 732, 320, 872, 718
102, 726, 320, 866, 718
103, 718, 320, 858, 718
104, 712, 320, 852, 718
105, 704, 320, 844, 718
106, 698, 320, 838, 718
107, 692, 320, 832, 718
108, 684, 320, 824, 718
109, 676, 320, 816, 718
110, 672, 320, 812, 718
111, 668, 320, 808, 718
112, 656, 320, 796, 718
113, 650, 320, 790, 718
114, 638, 320, 778, 718
115, 626, 320, 766, 718
116, 614, 320, 754, 718
117, 610, 320, 750, 718
118, 608, 320, 748, 718
119, 590, 320, 730, 718
120, 582, 320, 722, 718
121, 0, 0, 0, 0
122, 0, 0, 0, 0
123, 0, 0, 0, 0
124, 0, 0, 0, 0
125, 0, 0, 0, 0
126, 0, 0, 0, 0
127, 0, 0, 0, 0
128, 0, 0, 0, 0
129, 0, 0, 0, 0
130, 0, 0, 0, 0
131, 0, 0, 0, 0
132, 0, 0, 0, 0
133, 0, 0, 0, 0
134, 0, 0, 0, 0
135, 0, 0, 0, 0
136, 0, 0, 0, 0
137, 0, 0, 0, 0
138, 0, 0, 0, 0
139, 0, 0, 0, 0
140, 0, 0, 0, 0
141, 832, 308, 1068, 704
142, 826, 306, 1062, 702
143, 816, 312, 1052, 708
144, 806, 314, 1042, 710
145, 796, 320, 1032, 716
146, 784, 322, 1020, 718
147, 770, 322, 1006, 718
148, 758, 322, 994, 718
149, 742, 322, 978, 718
150, 732, 322, 968, 718
151, 722, 320, 958, 716
152, 712, 322, 948, 718
153, 704, 322, 940, 718
154, 696, 322, 932, 718
155, 688, 322, 924, 718
156, 680, 322, 916, 718
157, 672, 322, 908, 718
158, 662, 322, 898, 718
159, 652, 322, 888, 718
160, 642, 322, 878, 718
161, 632, 322, 868, 718
162, 622, 322, 858, 718
163, 578, 352, 806, 706
164, 574, 356, 802, 710
165, 562, 360, 790, 714
166, 554, 362, 782, 716
167, 546, 364, 774, 718
168, 534, 364, 762, 718
169, 502, 378, 734, 710
170, 490, 384, 722, 716
171, 476, 386, 708, 718
172, 462, 386, 694, 718
173, 446, 386, 678, 718
174, 428, 386, 660, 718
175, 408, 386, 640, 718
176, 390, 386, 622, 718
177, 404, 386, 636, 718
178, 392, 386, 624, 718
179, 344, 408, 590, 710
180, 324, 416, 570, 718
181, 318, 416, 564, 718
182, 0, 0, 0, 0
183, 0, 0, 0, 0
184, 0, 0, 0, 0
185, 0, 0, 0, 0
186, 0, 0, 0, 0
187, 0, 0, 0, 0
188, 0, 0, 0, 0
189, 0, 0, 0, 0
190, 0, 0, 0, 0
191, 0, 0, 0, 0
192, 0, 0, 0, 0
193, 0, 0, 0, 0
194, 0, 0, 0, 0
195, 0, 0, 0, 0
196, 0, 0, 0, 0
197, 0, 0, 0, 0
198, 0, 0, 0, 0
199, 0, 0, 0, 0
200, 0, 0, 0, 0
201, 0, 0, 0, 0
202, 0, 0, 0, 0
203, 0, 0, 0, 0
204, 0, 0, 0, 0
205, 0, 0, 0, 0
206, 0, 0, 0, 0
207, 0, 0, 0, 0
208, 0, 0, 0, 0
209, 0, 0, 0, 0
210, 0, 0, 0, 0
211, 0, 0, 0, 0
212, 0, 0, 0, 0
213, 0, 0, 0, 0
214, 0, 0, 0, 0
215, 0, 0, 0, 0
216, 0, 0, 0, 0
217, 0, 0, 0, 0
218, 0, 0, 0, 0
219, 0, 0, 0, 0
220, 0, 0, 0, 0
221, 0, 0, 0, 0
222, 0, 0, 0, 0
223, 0, 0, 0, 0
224, 0, 0, 0, 0
225, 0, 0, 0, 0
226, 0, 0, 0, 0
227, 0, 0, 0, 0
228, 0, 0, 0, 0
229, 0, 0, 0, 0
230, 0, 0, 0, 0
231, 0, 0, 0, 0
232, 0, 0, 0, 0
233, 0, 0, 0, 0
234, 0, 0, 0, 0
235, 0, 0, 0, 0
236, 0, 0, 0, 0
237, 0, 0, 0, 0
238, 0, 0, 0, 0
239, 0, 0, 0, 0
240, 0, 0, 0, 0
241, 0, 0, 0, 0
242, 0, 0, 0, 0
243, 0, 0, 0, 0
244, 0, 0, 0, 0
245, 0, 0, 0, 0
246, 0, 0, 0, 0
247, 0, 0, 0, 0
248, 0, 0, 0, 0
249, 0, 0, 0, 0
250, 0, 0, 0, 0
251, 0, 0, 0, 0
252, 0, 0, 0, 0
253, 0, 0, 0, 0
254, 0, 0, 0, 0
255, 0, 0, 0, 0
256, 0, 0, 0, 0
257, 0, 0, 0, 0
258, 0, 0, 0, 0
259, 0, 0, 0, 0
260, 0, 0, 0, 0
261, 0, 0, 0, 0
262, 0, 0, 0, 0
263, 0, 0, 0, 0
264, 0, 0, 0, 0
265, 0, 0, 0, 0
266, 0, 0, 0, 0
267, 0, 0, 0, 0
268, 0, 0, 0, 0
269, 0, 0, 0, 0
270, 0, 0, 0, 0
271, 0, 0, 0, 0
272, 0, 0, 0, 0
273, 0, 0, 0, 0
274, 0, 0, 0, 0
275, 0, 0, 0, 0
276, 0, 0, 0, 0
277, 0, 0, 0, 0
278, 0, 0, 0, 0
279, 0, 0, 0, 0
280, 0, 0, 0, 0
281, 0, 0, 0, 0
282, 0, 0, 0, 0
283, 0, 0, 0, 0
284, 0, 0, 0, 0
285, 0, 0, 0, 0
286, 0, 0, 0, 0
287, 0, 0, 0, 0
288, 0, 0, 0, 0
289, 0, 0, 0, 0
290, 0, 0, 0, 0
291, 0, 0, 0, 0
292, 0, 0, 0, 0
293, 0, 0, 0, 0
294, 0, 0, 0, 0
295, 0, 0, 0, 0
