prist/00055.mp4
forged/00055_016-117.mp4
16 117
frame, x1, y1, x2, y2
0, 0, 0, 0, 0
1, 0, 0, 0, 0
2, 0, 0, 0, 0
3, 0, 0, 0, 0
4, 0, 0, 0, 0
5, 0, 0, 0, 0
6, 0, 0, 0, 0
7, 0, 0, 0, 0
8, 0, 0, 0, 0
9, 0, 0, 0, 0
10, 0, 0, 0, 0
11, 0, 0, 0, 0
12, 0, 0, 0, 0
13, 0, 0, 0, 0
14, 0, 0, 0, 0
15, 0, 0, 0, 0
16, 876, 226, 1200, 700
17, 882, 226, 1206, 700
18, 888, 226, 1212, 700
19, 898, 226, 1222, 700
20, 906, 224, 1230, 698
21, 916, 224, 1240, 698
22, 916, 220, 1240, 694
23, 920, 218, 1244, 692
24, 928, 218, 1252, 692
25, 934, 218, 1258, 692
26, 938, 218, 1262, 692
27, 946, 218, 1270, 692
28, 950, 216, 1274, 690
29, 950, 216, 1274, 690
30, 954, 216, 1278, 690
31, 954, 216, 1278, 690
32, 954, 218, 1278, 692
33, 954, 218, 1278, 692
34, 954, 216, 1278, 690
35, 954, 214, 1278, 688
36, 954, 214, 1278, 688
37, 954, 212, 1278, 686
38, 954, 208, 1278, 682
39, 954, 208, 1278, 682
40, 954, 208, 1278, 682
41, 954, 208, 1278, 682
42, 954, 208, 1278, 682
43, 954, 208, 1278, 682
44, 954, 210, 1278, 684
45, 954, 208, 1278, 682
46, 954, 210, 1278, 684
47, 954, 210, 1278, 684
48, 954, 208, 1278, 682
49, 954, 210, 1278, 684
50, 954, 208, 1278, 682
51, 954, 212, 1278, 686
52, 954, 208, 1278, 682
53, 954, 210, 1278, 684
54, 954, 208, 1278, 682
55, 954, 208, 1278, 682
56, 954, 208, 1278, 682
57, 954, 206, 1278, 680
58, 954, 206, 1278, 680
59, 950, 206, 1274, 680
60, 954, 208, 1278, 682
61, 954, 208, 1278, 682
62, 954, 208, 1278, 682
63, 954, 206, 1278, 680
64, 954, 210, 1278, 684
65, 952, 208, 1276, 682
66, 954, 206, 1278, 680
67, 1022, 180, 1274, 614
68, 1022, 180, 1274, 614
69, 1022, 180, 1274, 614
70, 1022, 180, 1274, 614
71, 1022, 180, 1274, 614
72, 1026, 184, 1278, 618
73, 1026, 180, 1278, 614
74, 1024, 178, 1276, 612
75, 1026, 178, 1278, 612
76, 1026, 180, 1278, 614
77, 1026, 178, 1278, 612
78, 1026, 178, 1278, 612
79, 1026, 178, 1278, 612
80, 1026, 178, 1278, 612
81, 1026, 178, 1278, 612
82, 1026, 178, 1278, 612
83, 1026, 178, 1278, 612
84, 1026, 178, 1278, 612
85, 1026, 178, 1278, 612
86, 1026, 178, 1278, 612
87, 1026, 178, 1278, 612
88, 1026, 178, 1278, 612
89, 1026, 178, 1278, 612
90, 1024, 178, 1276, 612
91, 1026, 178, 1278, 612
92, 1026, 178, 1278, 612
93, 1026, 178, 1278, 612
94, 1026, 178, 1278, 612
95, 1024, 178, 1276, 612
96, 1024, 178, 1276, 612
97, 1026, 176, 1278, 610
98, 1026, 176, 1278, 610
99, 1026, 178, 1278, 612
100, 1024, 178, 1276, 612
101, 1024, 178, 1276, 612
102, 1024, 178, 1276, 612
103, 1024, 176, 1276, 610
104, 1026, 176, 1278, 610
105, 1024, 176, 1276, 610
106, 1024, 176, 1276, 610
107, 1026, 176, 1278, 610
108, 1024, 176, 1276, 610
109, 1024, 176, 1276, 610
110, 1026, 176, 1278, 610
111, 1024, 176, 1276, 610
112, 1024, 176, 1276, 610
113, 1024, 176, 1276, 610
114, 1024, 176, 1276, 610
115, 1024, 176, 1276, 610
116, 1024, 176, 1276, 610
117, 1024, 176, 1276, 610
118, 0, 0, 0, 0
119, 0, 0, 0, 0
120, 0, 0, 0, 0
121, 0, 0, 0, 0
122, 0, 0, 0, 0
123, 0, 0, 0, 0
124, 0, 0, 0, 0
125, 0, 0, 0, 0
126, 0, 0, 0, 0
127, 0, 0, 0, 0
128, 0, 0, 0, 0
129, 0, 0, 0, 0
130, 0, 0, 0, 0
131, 0, 0, 0, 0
132, 0, 0, 0, 0
133, 0, 0, 0, 0
134, 0, 0, 0, 0
135, 0, 0, 0, 0
136, 0, 0, 0, 0
137, 0, 0, 0, 0
138, 0, 0, 0, 0
139, 0, 0, 0, 0
140, 0, 0, 0, 0
141, 0, 0, 0, 0
142, 0, 0, 0, 0
143, 0, 0, 0, 0
144, 0, 0, 0, 0
145, 0, 0, 0, 0
146, 0, 0, 0, 0
147, 0, 0, 0, 0
148, 0, 0, 0, 0
149, 0, 0, 0, 0
150, 0, 0, 0, 0
151, 0, 0, 0, 0
152, 0, 0, 0, 0
153, 0, 0, 0, 0
154, 0, 0, 0, 0
155, 0, 0, 0, 0
156, 0, 0, 0, 0
157, 0, 0, 0, 0
158, 0, 0, 0, 0
159, 0, 0, 0, 0
160, 0, 0, 0, 0
161, 0, 0, 0, 0
162, 0, 0, 0, 0
163, 0, 0, 0, 0
164, 0, 0, 0, 0
165, 0, 0, 0, 0
166, 0, 0, 0, 0
167, 0, 0, 0, 0
168, 0, 0, 0, 0
169, 0, 0, 0, 0
170, 0, 0, 0, 0
171, 0, 0, 0, 0
172, 0, 0, 0, 0
173, 0, 0, 0, 0
174, 0, 0, 0, 0
175, 0, 0, 0, 0
176, 0, 0, 0, 0
177, 0, 0, 0, 0
178, 0, 0, 0, 0
179, 0, 0, 0, 0
180, 0, 0, 0, 0
181, 0, 0, 0, 0
182, 0, 0, 0, 0
183, 0, 0, 0, 0
184, 0, 0, 0, 0
185, 0, 0, 0, 0
186, 0, 0, 0, 0
187, 0, 0, 0, 0
188, 0, 0, 0, 0
189, 0, 0, 0, 0
190, 0, 0, 0, 0
191, 0, 0, 0, 0
192, 0, 0, 0, 0
193, 0, 0, 0, 0
194, 0, 0, 0, 0
195, 0, 0, 0, 0
196, 0, 0, 0, 0
197, 0, 0, 0, 0
198, 0, 0, 0, 0
199, 0, 0, 0, 0
200, 0, 0, 0, 0
201, 0, 0, 0, 0
202, 0, 0, 0, 0
203, 0, 0, 0, 0
204, 0, 0, 0, 0
205, 0, 0, 0, 0
206, 0, 0, 0, 0
207, 0, 0, 0, 0
208, 0, 0, 0, 0
209, 0, 0, 0, 0
210, 0, 0, 0, 0
211, 0, 0, 0, 0
212, 0, 0, 0, 0
213, 0, 0, 0, 0
214, 0, 0, 0, 0
215, 0, 0, 0, 0
216, 0, 0, 0, 0
217, 0, 0, 0, 0
218, 0, 0, 0, 0
219, 0, 0, 0, 0
220, 0, 0, 0, 0
221, 0, 0, 0, 0
222, 0, 0, 0, 0
223, 0, 0, 0, 0
224, 0, 0, 0, 0
225, 0, 0, 0, 0
226, 0, 0, 0, 0
227, 0, 0, 0, 0
228, 0, 0, 0, 0
229, 0, 0, 0, 0
230, 0, 0, 0, 0
231, 0, 0, 0, 0
232, 0, 0, 0, 0
233, 0, 0, 0, 0
234, 0, 0, 0, 0
235, 0, 0, 0, 0
236, 0, 0, 0, 0
237, 0, 0, 0, 0
238, 0, 0, 0, 0
239, 0, 0, 0, 0
240, 0, 0, 0, 0
241, 0, 0, 0, 0
242, 0, 0, 0, 0
243, 0, 0, 0, 0
244, 0, 0, 0, 0
245, 0, 0, 0, 0
246, 0, 0, 0, 0
247, 0, 0, 0, 0
248, 0, 0, 0, 0
249, 0, 0, 0, 0
250, 0, 0, 0, 0
251, 0, 0, 0, 0
252, 0, 0, 0, 0
253, 0, 0, 0, 0
254, 0, 0, 0, 0
255, 0, 0, 0, 0
256, 0, 0, 0, 0
257, 0, 0, 0, 0
258, 0, 0, 0, 0
259, 0, 0, 0, 0
260, 0, 0, 0, 0
261, 0, 0, 0, 0
262, 0, 0, 0, 0
263, 0, 0, 0, 0
264, 0, 0, 0, 0
265, 0, 0, 0, 0
266, 0, 0, 0, 0
267, 0, 0, 0, 0
268, 0, 0, 0, 0
269, 0, 0, 0, 0
270, 0, 0, 0, 0
271, 0, 0, 0, 0
272, 0, 0, 0, 0
273, 0, 0, 0, 0
274, 0, 0, 0, 0
275, 0, 0, 0, 0
276, 0, 0, 0, 0
277, 0, 0, 0, 0
278, 0, 0, 0, 0
279, 0, 0, 0, 0
280, 0, 0, 0, 0
281, 0, 0, 0, 0
282, 0, 0, 0, 0
283, 0, 0, 0, 0
284, 0, 0, 0, 0
285, 0, 0, 0, 0
286, 0, 0, 0, 0
287, 0, 0, 0, 0
288, 0, 0, 0, 0
289, 0, 0, 0, 0
290, 0, 0, 0, 0
