prist/00058.mp4
forged/00058_014-191.mp4
14 191
frame, x1, y1, x2, y2
0, 0, 0, 0, 0
1, 0, 0, 0, 0
2, 0, 0, 0, 0
3, 0, 0, 0, 0
4, 0, 0, 0, 0
5, 0, 0, 0, 0
6, 0, 0, 0, 0
7, 0, 0, 0, 0
8, 0, 0, 0, 0
9, 0, 0, 0, 0
10, 0, 0, 0, 0
11, 0, 0, 0, 0
12, 0, 0, 0, 0
13, 0, 0, 0, 0
14, 720, 556, 972, 704
15, 720, 556, 972, 704
16, 718, 556, 970, 704
17, 720, 556, 972, 704
18, 720, 556, 972, 704
19, 720, 554, 972, 702
20, 720, 554, 972, 702
21, 720, 554, 972, 702
22, 720, 554, 972, 702
23, 720, 554, 972, 702
24, 720, 554, 972, 702
25, 724, 552, 976, 700
26, 722, 554, 974, 702
27, 722, 554, 974, 702
28, 722, 554, 974, 702
29, 720, 554, 972, 702
30, 722, 554, 974, 702
31, 722, 554, 974, 702
32, 722, 554, 974, 702
33, 722, 554, 974, 702
34, 722, 554, 974, 702
35, 722, 554, 974, 702
36, 722, 554, 974, 702
37, 722, 554, 974, 702
38, 724, 552, 976, 700
39, 724, 552, 976, 700
40, 722, 552, 974, 700
41, 724, 552, 976, 700
42, 724, 552, 976, 700
43, 724, 552, 976, 700
44, 722, 552, 974, 700
45, 724, 552, 976, 700
46, 724, 552, 976, 700
47, 660, 544, 940, 712
48, 664, 538, 944, 706
49, 660, 540, 940, 708
50, 654, 542, 934, 710
51, 604, 548, 810, 714
52, 596, 542, 802, 708
53, 590, 542, 796, 708
54, 590, 538, 796, 704
55, 586, 542, 792, 708
56, 586, 540, 792, 706
57, 540, 538, 734, 710
58, 516, 540, 710, 712
59, 514, 538, 708, 710
60, 510, 536, 704, 708
61, 510, 532, 704, 704
62, 500, 530, 694, 702
63, 494, 528, 688, 700
64, 490, 528, 684, 700
65, 468, 520, 692, 708
66, 468, 520, 692, 708
67, 466, 518, 690, 706
68, 468, 516, 692, 704
69, 472, 516, 696, 704
70, 474, 512, 698, 700
71, 476, 506, 700, 694
72, 480, 502, 704, 690
73, 480, 500, 704, 688
74, 478, 498, 702, 686
75, 478, 492, 702, 680
76, 476, 492, 700, 680
77, 456, 506, 678, 708
78, 454, 496, 676, 698
79, 448, 494, 670, 696
80, 444, 490, 666, 692
81, 434, 496, 670, 704
82, 430, 494, 666, 702
83, 428, 492, 664, 700
84, 426, 492, 662, 700
85, 424, 492, 660, 700
86, 418, 490, 654, 698
87, 414, 486, 650, 694
88, 408, 484, 644, 692
89, 402, 480, 638, 688
90, 420, 488, 650, 708
91, 416, 482, 646, 702
92, 414, 478, 644, 698
93, 414, 470, 644, 690
94, 416, 464, 646, 684
95, 416, 460, 646, 680
96, 418, 454, 648, 674
97, 420, 450, 650, 670
98, 426, 446, 656, 666
99, 430, 444, 660, 664
100, 436, 442, 666, 662
101, 464, 460, 690, 700
102, 472, 458, 698, 698
103, 482, 456, 708, 696
104, 492, 450, 718, 690
105, 502, 446, 728, 686
106, 514, 440, 740, 680
107, 544, 448, 744, 706
108, 558, 444, 758, 702
109, 564, 440, 764, 698
110, 572, 436, 772, 694
111, 580, 432, 780, 690
112, 590, 428, 790, 686
113, 598, 424, 798, 682
114, 608, 422, 808, 680
115, 616, 420, 816, 678
116, 628, 418, 828, 676
117, 636, 416, 836, 674
118, 646, 412, 846, 670
119, 658, 408, 858, 666
120, 668, 400, 868, 658
121, 680, 396, 880, 654
122, 690, 392, 890, 650
123, 698, 388, 898, 646
124, 708, 386, 908, 644
125, 734, 394, 912, 698
126, 742, 398, 920, 702
127, 752, 396, 930, 700
128, 764, 400, 942, 704
129, 776, 400, 954, 704
130, 788, 400, 966, 704
131, 804, 398, 982, 702
132, 818, 392, 996, 696
133, 832, 388, 1010, 692
134, 844, 382, 1022, 686
135, 856, 378, 1034, 682
136, 866, 372, 1044, 676
137, 874, 368, 1052, 672
138, 886, 360, 1064, 664
139, 898, 362, 1076, 666
140, 904, 364, 1082, 668
141, 918, 360, 1096, 664
142, 926, 358, 1104, 662
143, 934, 354, 1112, 658
144, 942, 346, 1120, 650
145, 950, 342, 1128, 646
146, 956, 336, 1134, 640
147, 964, 332, 1142, 636
148, 974, 328, 1152, 632
149, 982, 324, 1160, 628
150, 990, 326, 1168, 630
151, 978, 326, 1142, 702
152, 984, 324, 1148, 700
153, 992, 324, 1156, 700
154, 1000, 324, 1164, 700
155, 1006, 324, 1170, 700
156, 1014, 324, 1178, 700
157, 1022, 320, 1186, 696
158, 1032, 316, 1196, 692
159, 1042, 310, 1206, 686
160, 1052, 306, 1216, 682
161, 1058, 304, 1222, 680
162, 1064, 304, 1228, 680
163, 1074, 302, 1238, 678
164, 1078, 300, 1242, 676
165, 1086, 296, 1250, 672
166, 1092, 296, 1256, 672
167, 1098, 294, 1262, 670
168, 1104, 292, 1268, 668
169, 1114, 282, 1278, 658
170, 1114, 282, 1278, 658
171, 1114, 286, 1278, 662
172, 1114, 290, 1278, 666
173, 1114, 292, 1278, 668
174, 1114, 292, 1278, 668
175, 1156, 320, 1276, 676
176, 1158, 320, 1278, 676
177, 1158, 318, 1278, 674
178, 1158, 320, 1278, 676
179, 1156, 320, 1276, 676
180, 1158, 320, 1278, 676
181, 1156, 320, 1276, 676
182, 1156, 318, 1276, 674
183, 1156, 320, 1276, 676
184, 1156, 318, 1276, 674
185, 1156, 318, 1276, 674
186, 1154, 320, 1274, 676
187, 1156, 318, 1276, 674
188, 1156, 316, 1276, 672
189, 1156, 318, 1276, 674
190, 1158, 318, 1278, 674
191, 1154, 318, 1274, 674
192, 0, 0, 0, 0
193, 0, 0, 0, 0
194, 0, 0, 0, 0
195, 0, 0, 0, 0
196, 0, 0, 0, 0
197, 0, 0, 0, 0
198, 0, 0, 0, 0
199, 0, 0, 0, 0
200, 0, 0, 0, 0
201, 0, 0, 0, 0
202, 0, 0, 0, 0
203, 0, 0, 0, 0
204, 0, 0, 0, 0
205, 0, 0, 0, 0
206, 0, 0, 0, 0
207, 0, 0, 0, 0
208, 0, 0, 0, 0
209, 0, 0, 0, 0
210, 0, 0, 0, 0
211, 0, 0, 0, 0
212, 0, 0, 0, 0
213, 0, 0, 0, 0
214, 0, 0, 0, 0
215, 0, 0, 0, 0
216, 0, 0, 0, 0
217, 0, 0, 0, 0
218, 0, 0, 0, 0
219, 0, 0, 0, 0
220, 0, 0, 0, 0
221, 0, 0, 0, 0
222, 0, 0, 0, 0
223, 0, 0, 0, 0
224, 0, 0, 0, 0
225, 0, 0, 0, 0
226, 0, 0, 0, 0
227, 0, 0, 0, 0
228, 0, 0, 0, 0
229, 0, 0, 0, 0
230, 0, 0, 0, 0
231, 0, 0, 0, 0
232, 0, 0, 0, 0
233, 0, 0, 0, 0
234, 0, 0, 0, 0
235, 0, 0, 0, 0
236, 0, 0, 0, 0
237, 0, 0, 0, 0
238, 0, 0, 0, 0
239, 0, 0, 0, 0
240, 0, 0, 0, 0
241, 0, 0, 0, 0
242, 0, 0, 0, 0
243, 0, 0, 0, 0
244, 0, 0, 0, 0
245, 0, 0, 0, 0
246, 0, 0, 0, 0
247, 0, 0, 0, 0
248, 0, 0, 0, 0
249, 0, 0, 0, 0
250, 0, 0, 0, 0
251, 0, 0, 0, 0
252, 0, 0, 0, 0
253, 0, 0, 0, 0
254, 0, 0, 0, 0
255, 0, 0, 0, 0
256, 0, 0, 0, 0
257, 0, 0, 0, 0
258, 0, 0, 0, 0
259, 0, 0, 0, 0
260, 0, 0, 0, 0
261, 0, 0, 0, 0
262, 0, 0, 0, 0
263, 0, 0, 0, 0
264, 0, 0, 0, 0
265, 0, 0, 0, 0
266, 0, 0, 0, 0
267, 0, 0, 0, 0
268, 0, 0, 0, 0
269, 0, 0, 0, 0
270, 0, 0, 0, 0
271, 0, 0, 0, 0
272, 0, 0, 0, 0
273, 0, 0, 0, 0
274, 0, 0, 0, 0
275, 0, 0, 0, 0
276, 0, 0, 0, 0
277, 0, 0, 0, 0
278, 0, 0, 0, 0
279, 0, 0, 0, 0
280, 0, 0, 0, 0
281, 0, 0, 0, 0
282, 0, 0, 0, 0
283, 0, 0, 0, 0
284, 0, 0, 0, 0
285, 0, 0, 0, 0
286, 0, 0, 0, 0
287, 0, 0, 0, 0
288, 0, 0, 0, 0
289, 0, 0, 0, 0
290, 0, 0, 0, 0
291, 0, 0, 0, 0
292, 0, 0, 0, 0
293, 0, 0, 0, 0
294, 0, 0, 0, 0
