prist/00015.mp4
forged/00015_133-268.mp4
133 268
frame, x1, y1, x2, y2
0, 0, 0, 0, 0
1, 0, 0, 0, 0
2, 0, 0, 0, 0
3, 0, 0, 0, 0
4, 0, 0, 0, 0
5, 0, 0, 0, 0
6, 0, 0, 0, 0
7, 0, 0, 0, 0
8, 0, 0, 0, 0
9, 0, 0, 0, 0
10, 0, 0, 0, 0
11, 0, 0, 0, 0
12, 0, 0, 0, 0
13, 0, 0, 0, 0
14, 0, 0, 0, 0
15, 0, 0, 0, 0
16, 0, 0, 0, 0
17, 0, 0, 0, 0
18, 0, 0, 0, 0
19, 0, 0, 0, 0
20, 0, 0, 0, 0
21, 0, 0, 0, 0
22, 0, 0, 0, 0
23, 0, 0, 0, 0
24, 0, 0, 0, 0
25, 0, 0, 0, 0
26, 0, 0, 0, 0
27, 0, 0, 0, 0
28, 0, 0, 0, 0
29, 0, 0, 0, 0
30, 0, 0, 0, 0
31, 0, 0, 0, 0
32, 0, 0, 0, 0
33, 0, 0, 0, 0
34, 0, 0, 0, 0
35, 0, 0, 0, 0
36, 0, 0, 0, 0
37, 0, 0, 0, 0
38, 0, 0, 0, 0
39, 0, 0, 0, 0
40, 0, 0, 0, 0
41, 0, 0, 0, 0
42, 0, 0, 0, 0
43, 0, 0, 0, 0
44, 0, 0, 0, 0
45, 0, 0, 0, 0
46, 0, 0, 0, 0
47, 0, 0, 0, 0
48, 0, 0, 0, 0
49, 0, 0, 0, 0
50, 0, 0, 0, 0
51, 0, 0, 0, 0
52, 0, 0, 0, 0
53, 0, 0, 0, 0
54, 0, 0, 0, 0
55, 0, 0, 0, 0
56, 0, 0, 0, 0
57, 0, 0, 0, 0
58, 0, 0, 0, 0
59, 0, 0, 0, 0
60, 0, 0, 0, 0
61, 0, 0, 0, 0
62, 0, 0, 0, 0
63, 0, 0, 0, 0
64, 0, 0, 0, 0
65, 0, 0, 0, 0
66, 0, 0, 0, 0
67, 0, 0, 0, 0
68, 0, 0, 0, 0
69, 0, 0, 0, 0
70, 0, 0, 0, 0
71, 0, 0, 0, 0
72, 0, 0, 0, 0
73, 0, 0, 0, 0
74, 0, 0, 0, 0
75, 0, 0, 0, 0
76, 0, 0, 0, 0
77, 0, 0, 0, 0
78, 0, 0, 0, 0
79, 0, 0, 0, 0
80, 0, 0, 0, 0
81, 0, 0, 0, 0
82, 0, 0, 0, 0
83, 0, 0, 0, 0
84, 0, 0, 0, 0
85, 0, 0, 0, 0
86, 0, 0, 0, 0
87, 0, 0, 0, 0
88, 0, 0, 0, 0
89, 0, 0, 0, 0
90, 0, 0, 0, 0
91, 0, 0, 0, 0
92, 0, 0, 0, 0
93, 0, 0, 0, 0
94, 0, 0, 0, 0
95, 0, 0, 0, 0
96, 0, 0, 0, 0
97, 0, 0, 0, 0
98, 0, 0, 0, 0
99, 0, 0, 0, 0
100, 0, 0, 0, 0
101, 0, 0, 0, 0
102, 0, 0, 0, 0
103, 0, 0, 0, 0
104, 0, 0, 0, 0
105, 0, 0, 0, 0
106, 0, 0, 0, 0
107, 0, 0, 0, 0
108, 0, 0, 0, 0
109, 0, 0, 0, 0
110, 0, 0, 0, 0
111, 0, 0, 0, 0
112, 0, 0, 0, 0
113, 0, 0, 0, 0
114, 0, 0, 0, 0
115, 0, 0, 0, 0
116, 0, 0, 0, 0
117, 0, 0, 0, 0
118, 0, 0, 0, 0
119, 0, 0, 0, 0
120, 0, 0, 0, 0
121, 0, 0, 0, 0
122, 0, 0, 0, 0
123, 0, 0, 0, 0
124, 0, 0, 0, 0
125, 0, 0, 0, 0
126, 0, 0, 0, 0
127, 0, 0, 0, 0
128, 0, 0, 0, 0
129, 0, 0, 0, 0
130, 0, 0, 0, 0
131, 0, 0, 0, 0
132, 0, 0, 0, 0
133, 650, 356, 958, 714
134, 652, 354, 960, 712
135, 654, 354, 962, 712
136, 658, 354, 966, 712
137, 660, 354, 968, 712
138, 660, 354, 968, 712
139, 662, 356, 970, 714
140, 662, 356, 970, 714
141, 662, 356, 970, 714
142, 662, 356, 970, 714
143, 662, 356, 970, 714
144, 662, 358, 970, 716
145, 662, 358, 970, 716
146, 662, 358, 970, 716
147, 660, 358, 968, 716
148, 660, 358, 968, 716
149, 660, 358, 968, 716
150, 660, 358, 968, 716
151, 658, 360, 966, 718
152, 656, 358, 964, 716
153, 654, 358, 962, 716
154, 652, 360, 960, 718
155, 648, 360, 956, 718
156, 646, 360, 954, 718
157, 642, 360, 950, 718
158, 638, 360, 946, 718
159, 632, 358, 940, 716
160, 630, 358, 938, 716
161, 624, 358, 932, 716
162, 618, 358, 926, 716
163, 614, 360, 922, 718
164, 610, 358, 918, 716
165, 602, 360, 910, 718
166, 598, 360, 906, 718
167, 592, 358, 900, 716
168, 586, 360, 894, 718
169, 584, 360, 892, 718
170, 582, 360, 890, 718
171, 576, 360, 884, 718
172, 570, 352, 938, 714
173, 570, 352, 938, 714
174, 568, 352, 936, 714
175, 568, 354, 936, 716
176, 566, 354, 934, 716
177, 566, 354, 934, 716
178, 568, 354, 936, 716
179, 568, 356, 936, 718
180, 570, 356, 938, 718
181, 570, 356, 938, 718
182, 568, 354, 936, 716
183, 570, 354, 938, 716
184, 568, 354, 936, 716
185, 568, 356, 936, 718
186, 566, 354, 934, 716
187, 566, 354, 934, 716
188, 566, 354, 934, 716
189, 566, 354, 934, 716
190, 566, 356, 934, 718
191, 564, 354, 932, 716
192, 564, 354, 932, 716
193, 564, 354, 932, 716
194, 564, 356, 932, 718
195, 566, 356, 934, 718
196, 568, 356, 936, 718
197, 568, 356, 936, 718
198, 568, 356, 936, 718
199, 566, 354, 934, 716
200, 564, 356, 932, 718
201, 564, 354, 932, 716
202, 564, 356, 932, 718
203, 564, 356, 932, 718
204, 562, 356, 930, 718
205, 564, 356, 932, 718
206, 566, 356, 934, 718
207, 564, 356, 932, 718
208, 564, 356, 932, 718
209, 566, 356, 934, 718
210, 566, 356, 934, 718
211, 566, 356, 934, 718
212, 568, 356, 936, 718
213, 570, 356, 938, 718
214, 568, 356, 936, 718
215, 570, 356, 938, 718
216, 570, 356, 938, 718
217, 570, 356, 938, 718
218, 574, 356, 942, 718
219, 584, 356, 952, 718
220, 590, 356, 958, 718
221, 590, 356, 958, 718
222, 594, 356, 962, 718
223, 590, 356, 958, 718
224, 596, 356, 964, 718
225, 596, 354, 964, 716
226, 592, 356, 960, 718
227, 588, 356, 956, 718
228, 586, 356, 954, 718
229, 582, 356, 950, 718
230, 582, 356, 950, 718
231, 574, 356, 942, 718
232, 570, 356, 938, 718
233, 564, 356, 932, 718
234, 562, 356, 930, 718
235, 558, 356, 926, 718
236, 550, 356, 918, 718
237, 540, 356, 908, 718
238, 562, 356, 930, 718
239, 552, 356, 920, 718
240, 560, 356, 928, 718
241, 556, 356, 924, 718
242, 560, 354, 928, 716
243, 550, 356, 918, 718
244, 546, 356, 914, 718
245, 540, 356, 908, 718
246, 540, 356, 908, 718
247, 534, 356, 902, 718
248, 532, 356, 900, 718
249, 532, 356, 900, 718
250, 530, 356, 898, 718
251, 528, 356, 896, 718
252, 528, 356, 896, 718
253, 526, 356, 894, 718
254, 526, 356, 894, 718
255, 526, 356, 894, 718
256, 524, 356, 892, 718
257, 526, 356, 894, 718
258, 526, 356, 894, 718
259, 526, 356, 894, 718
260, 526, 356, 894, 718
261, 526, 356, 894, 718
262, 528, 356, 896, 718
263, 534, 356, 902, 718
264, 536, 356, 904, 718
265, 536, 356, 904, 718
266, 530, 356, 898, 718
267, 532, 356, 900, 718
268, 536, 356, 904, 718
269, 0, 0, 0, 0
270, 0, 0, 0, 0
271, 0, 0, 0, 0
272, 0, 0, 0, 0
273, 0, 0, 0, 0
274, 0, 0, 0, 0
275, 0, 0, 0, 0
276, 0, 0, 0, 0
277, 0, 0, 0, 0
278, 0, 0, 0, 0
279, 0, 0, 0, 0
280, 0, 0, 0, 0
281, 0, 0, 0, 0
282, 0, 0, 0, 0
283, 0, 0, 0, 0
284, 0, 0, 0, 0
285, 0, 0, 0, 0
286, 0, 0, 0, 0
287, 0, 0, 0, 0
